"BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"41210146","H","SW","SW corner of HILLSIDE AV and SUTPHIN BLVD","D","QE121","1,036,988.00048307","196,369.32581513","1,037,007.69237281","196,412.08458789","HILLSIDE AV","SUTPHIN BLVD","12197","POINT (-73.8097870674 40.7055079972)"
"10850054","H","SW","SW corner of 3 AV and E 91 ST","D","MN085","997,555.14332531","224,171.30662838","997,594.14948089","224,188.05889146","3 AV","E 91 ST","5006","POINT (-73.9519565693 40.7819646289)"
"40710008","H","SE","SE corner of MAIN ST and 39 AV","D","QE071","1,031,304.24905531","216,238.51015805","1,031,261.87446815","216,271.48679814","MAIN ST","39 AV","11665","POINT (-73.8301479438 40.7600759728)"
"10320157","R","NE","NE corner of STANTON ST and ORCHARD ST","D","MN032","987,480.8764004","202,150.09804621","987,451.53229898","202,132.26278006","STANTON ST","ORCHARD ST","23301","POINT (-73.9883442348 40.7215314104)"
"41330047","S","Direction TBD","Location Description T/K","D","QE133","1,058,061.22441265","201,362.72199629","1,058,044.77559306","201,386.3690246","Street Name TBD",,"13760","POINT (-73.7337268131 40.7190629256)"
"10740179","S","Direction TBD","Location Description T/K","D","MN074","992,768.44554965","229,016.25527179","992,741.65573812","229,031.07222448","Street Name TBD",,"37728","POINT (-73.9692346701 40.7952686224)"
"11220017","S","SW","SW corner of AMSTERDAM AV and W 182 ST","D","MN122","1,003,412.08896048","248,459.38994189","1,003,447.14794548","248,487.94795564","AMSTERDAM AV","W 182 ST","6504","POINT (-73.9307384367 40.8486178394)"
"10620222","H","SE","SE corner of 3 AV and E 38 ST","B","MN062","990,870.21870306","211,794.57121129","990,844.90149649","211,846.81028006","3 AV","E 38 ST","3387","POINT (-73.9761072957 40.7480012243)"
"31320259","S","NE","NE corner of MERMAID AV and W 15 ST","D","BKS132","989,141.3711109","149,504.00944096","989,086.70947482","149,469.77624172","MERMAID AV","W 15 ST","9044","POINT (-73.9823919832 40.5770285941)"
"10430073","S","NE","NE corner of 12 AVE and W 49 ST","D","MN043","985,127.31745923","218,408.11572696","985,082.56393981","218,397.09245504","12 AVE","W 49 ST","1358","POINT (-73.9968328538 40.7661561512)"
"40140112","H","W","W corner of STEINWAY ST and 34 AV","D","QW014","1,006,062.38582523","214,953.85918404","1,006,139.60483089","214,958.84506647","STEINWAY ST","34 AV","21773","POINT (-73.9212677668 40.7566482425)"
"50110023","S","W","W corner of VANDERBILT AV and HILLSIDE AV","D","SI011","960,630.64466789","163,362.48008356","960,677.06124173","163,382.89178813","VANDERBILT AV","HILLSIDE AV","13823","POINT (-74.0850736658 40.61503717)"
"10430244","H","Direction TBD","Location Description T/K","B","MN043","987,360.10826923","216,146.6668378","987,382.72945501","216,187.09299622","Street Name TBD",,"1446","POINT (-73.9887734486 40.7599485529)"
"31740037","S","SW","SW corner of NOSTRAND AV and TILDEN AV","D","BKN174","998,324.12078998","174,894.22276805","998,337.50462148","174,937.35030647","NOSTRAND AV","TILDEN AV","10917","POINT (-73.9492828961 40.6467096644)"
"11230167","S","SW","SW corner of AUDUBON AV and W 186 ST","D","MN123","1,003,497.98511414","249,591.7771128","1,003,556.96563923","249,608.82596321","AUDUBON AV","W 186 ST","8289","POINT (-73.9304247134 40.8517257193)"
"10720047","C","Direction TBD","Location Description T/K","D","MN072","991,740.68579414","223,694.3092228","991,764.38471486","223,681.23652039","Street Name TBD",,"5487","POINT (-73.9729524753 40.7806622379)"
"20410028","R","NW","NW corner of E 161 ST and GERARD AV","O","BX041","1,005,031.07063064","240,887.59012488","1,005,032.59195305","240,852.65942046","E 161 ST","GERARD AV","23046","POINT (-73.9249100746 40.827831793)"
"30120100","R","N","N corner of KENT AV and N 7 ST","O","BKN012","994,854.21762481","201,792.20834205","994,856.27077031","201,744.57097013","KENT AV","N 7 ST","15473","POINT (-73.9617446086 40.7205433239)"
"10730129","S","NW","NW corner of AMSTERDAM AV and W 89 ST","D","MN073","991,536.89158231","227,028.6726328","991,538.71211673","226,988.29935397","AMSTERDAM AV","W 89 ST","5760","POINT (-73.9736847228 40.789814346)"
"30120015","C","NW","NW corner of GRAND ST and UNION AV","D","BKN012","997,754.45657498","198,340.85172771","997,770.67504647","198,325.64014396","GRAND ST","UNION AV","19669","POINT (-73.9512887373 40.7110662257)"
"11240117","R","SE","SE corner of 10 AV and W 218 ST","D","MN124","1,008,036.06658915","256,617.38674922","1,008,052.71780255","256,634.9067273","10 AV","W 218 ST","6897","POINT (-73.913996082 40.8709978318)"
"30920126","D","Direction TBD","Location Description T/K","O","BKN092","994,430.44714689","180,540.01331371","994,467.84204823","180,538.53074","Street Name TBD",,"100498","POINT (-73.9633055039 40.6622114562)"
"31730021","S","N","N corner of CHURCH AV and E 92 ST","D","BKN173","1,006,879.83694623","177,533.42582296","1,006,871.67029589","177,496.60371813","CHURCH AV","E 92 ST","10439","POINT (-73.9184429189 40.6539359711)"
"20310152","H","E","E corner of FRANKLIN AV and E 169 ST","D","BX031","1,011,510.02584857","242,339.41464905","1,011,435.57192923","242,309.3743548","FRANKLIN AV","E 169 ST","20807","POINT (-73.9014932591 40.8317990129)"
"40230122","R","SW","SW corner of 23 ST and 45 AV","D","QW023","999,345.59381264","211,375.12519979","999,379.14951982","211,392.93028229","23 ST","45 AV","21482","POINT (-73.9455201851 40.746839544)"
"10930157","R","NE","NE corner of BROADWAY and W 153 ST","D","MN093","999,084.0165799","242,211.91752872","999,037.00420673","242,201.34963647","BROADWAY","W 153 ST","2950","POINT (-73.9463961119 40.831478682)"
"20930016","R","NE","NE corner of CASTLE HILL AV and GLEASON AV","D","BX093","1,025,517.83805598","242,460.71394713","1,025,504.31019589","242,430.58802313","CASTLE HILL AV","GLEASON AV","20255","POINT (-73.8508740093 40.8320775999)"
"10340118","H","SW","SW corner of 3 AV and E 9 ST","B","MN034","987,089.90441331","205,267.89430405","987,122.19896814","205,284.29387754","3 AV","E 9 ST","662","POINT (-73.9897533964 40.7300891375)"
"31430029","H","N","N corner of FLATBUSH AV and NOSTRAND AV","B","BKS143","998,706.84837098","169,988.28212063","998,745.11535481","169,943.21954672","FLATBUSH AV","NOSTRAND AV","23382","POINT (-73.9479142221 40.6332432933)"
"40120016","S","W","W corner of 23 AV and 35 ST","D","QW012","1,008,802.21531931","220,943.38427846","1,008,852.36187255","220,942.13690563","23 AV","35 ST","16328","POINT (-73.9113564275 40.77308075)"
"20930063","D","Direction TBD","Location Description T/K","O","BX093","1,024,941.55640015","245,077.99447371","1,024,961.2626185","245,080.79189398","Street Name TBD",,"95388","POINT (-73.8529405862 40.839263942)"
"31610047","S","E","E corner of SARATOGA AV and E 98 ST","D","BKN161","1,008,040.98619872","178,812.47510213","1,008,027.6128659","178,777.86427897","SARATOGA AV","E 98 ST","10440","POINT (-73.914253671 40.6574436363)"
"40830100","S","NW","NW corner of UNION TP and 149 ST","D","QE083","1,035,788.84047981","201,195.18066472","1,035,841.1103884","201,164.78768088","UNION TP","149 ST","10805","POINT (-73.8140751845 40.7187608562)"
"11220238","H","Direction TBD","Location Description T/K","B","MN122","1,002,744.61424556","248,694.54924847","1,002,727.32635131","248,663.17673483","Street Name TBD",,"6149","POINT (-73.9331503812 40.8492647054)"
"20620134","R","E","E corner of WEBSTER AV and E 180 ST","D","BX062","1,012,517.08945122","249,837.35044055","1,012,483.61806148","249,838.77202563","WEBSTER AV","E 180 ST","23359","POINT (-73.8978225362 40.8523754764)"
"31020044","H","W","W corner of 5 AV and 84 ST","B","BKS102","977,156.87014556","166,180.21066855","977,189.68766522","166,205.21422747","5 AV","84 ST","19109","POINT (-74.0255514448 40.6227998965)"
"40820054","S","NE","NE corner of HILLSIDE AV and 164 ST","D","QE082","1,040,017.21391281","197,651.0286323","1,039,990.30156507","197,615.99884671","HILLSIDE AV","164 ST","34311","POINT (-73.7988508653 40.7090073864)"
"10810038","S","SW","SW corner of PARK AV and E 68 ST","D","MN081","993,649.78860323","219,279.5129343","993,692.60216589","219,292.01225314","PARK AV","E 68 ST","4728","POINT (-73.9660652232 40.7685429567)"
"31020008","H","N","N corner of 5 AV and 78 ST","B","BKS102","977,689.07413365","167,887.35226739","977,695.97110148","167,835.88124171","5 AV","78 ST","17970","POINT (-74.0236359561 40.6274860522)"
"31710066","H","S","S corner of ROCKAWAY PKWY and CHURCH AV","D","BKN171","1,007,904.09014706","178,277.79310063","1,007,912.95102173","178,317.41900563","ROCKAWAY PKWY","CHURCH AV","8979","POINT (-73.9147489403 40.6559764189)"
"10830025","R","SW","SW corner of 2 AV and E 77 ST","D","MN083","996,357.84552306","220,532.3982238","996,394.49308756","220,547.6265398","2 AV","E 77 ST","4619","POINT (-73.9562864383 40.7719785058)"
"20510043","R","SW","SW corner of W TREMONT AV and GRAND AV","D","BX051","1,008,237.61867948","248,926.11046514","1,008,280.32003765","248,966.93945171","W TREMONT AV","GRAND AV","16427","POINT (-73.9132948515 40.8498870578)"
"10210282","S","NE","NE corner of PRINCE ST and MOTT ST","D","MN021","985,716.01017948","202,723.58443205","985,678.55684231","202,707.65861088","PRINCE ST","MOTT ST","446","POINT (-73.9947110716 40.7231059604)"
"30810206","D","Direction TBD","Location Description T/K","O","BKN081","994,078.29102705","184,203.52534363","994,079.88941828","184,207.24841208","Street Name TBD",,"96580","POINT (-73.9645694775 40.6722673784)"
"10210023","H","SW","SW corner of SPRING ST and MERCER ST","D","MN021","984,289.90706056","202,820.59211205","984,331.52213481","202,833.04878005","SPRING ST","MERCER ST","164","POINT (-73.9998560266 40.7233723444)"
"41310039","H","SE","SE corner of HILLSIDE AV and 248 ST","D","QE131","1,062,145.86388114","207,121.18849772","1,062,084.82791398","207,144.43156147","HILLSIDE AV","248 ST","101972","POINT (-73.7189249627 40.7348334103)"
"11040221","S","Direction TBD","Location Description T/K","D","MN104","1,001,487.35626139","241,370.87820029","1,001,504.95183238","241,402.38430016","Street Name TBD",,"21906","POINT (-73.9377136182 40.8291659071)"
"41360023","R","W","W corner of MERRICK BLVD and LAURELTON PKWY","D","QE136","1,057,663.77671672","184,898.17290446","1,057,703.84258148","184,916.65777563","MERRICK BLVD","LAURELTON PKWY","14546","POINT (-73.7353400458 40.67387508)"
"11210046","R","NE","NE corner of HAVEN AV and W 169 ST","D","MN121","1,000,096.65202181","246,505.80231363","1,000,059.64651839","246,488.00215238","HAVEN AV","W 169 ST","7261","POINT (-73.9427267299 40.8432623895)"
"10730149","R","NE","NE corner of COLUMBUS AV and W 88 ST","D","MN073","992,296.82739839","226,306.66554663","992,258.76973173","226,291.5422173","COLUMBUS AV","W 88 ST","3245","POINT (-73.9709412186 40.7878319711)"
"40840028","R","SE","SE corner of FRESH MEADOW LA and 68 AV","D","QE084","1,041,233.94573131","206,543.98952088","1,041,184.15088339","206,591.82079005","FRESH MEADOW LA","68 AV","15978","POINT (-73.7943869082 40.7334085981)"
"10210035","S","N","N corner of 7 AV S and CARMINE ST","D","MN021","982,903.04697339","205,106.87264447","982,883.65429564","205,100.42941588","7 AV S","CARMINE ST","20076","POINT (-74.0048598827 40.7296475257)"
"41010015","R","NE","NE corner of LIBERTY AV and 97 ST","D","QE101","1,028,046.91567498","187,394.44022164","1,028,021.44131647","187,353.12928063","LIBERTY AV","97 ST","13167","POINT (-73.8420936251 40.6809228251)"
"10230204","H","NW","NW corner of 4 AV and E 8 ST","B","MN023","986,806.77604257","205,260.43204863","986,794.54542399","205,234.91405505","4 AV","E 8 ST","6908","POINT (-73.9907749491 40.7300687418)"
"10430017","S","SE","SE corner of 11 AV and W 57 ST","D","MN043","986,695.78840365","219,805.78091063","986,648.67957398","219,875.06194004","11 AV","W 57 ST","1194","POINT (-73.9911701112 40.7699920845)"
"10840019","H","NE","NE corner of 1 AV and E 83 ST","D","MN084","997,952.6602468","221,620.19985397","997,920.7590639","221,607.73957706","1 AV","E 83 ST","21982","POINT (-73.9505263818 40.7749619077)"
"20910065","S",,,"D","BX091",,,,,,,"27883","POINT (-73.8711528123 40.8242135136)"
"10520430","R","SE","SE corner of MADISON AV and E 58 ST","D","MN052","992,065.44072206","217,160.20582122","992,059.02964565","217,214.35531922","MADISON AV","E 58 ST","2460","POINT (-73.9717874423 40.7627275497)"
"10630114","H","SE","SE corner of 1 AV and E 56 ST","B","MN063","994,415.00295205","215,231.34156871","994,411.95144898","215,270.69450839","1 AV","E 56 ST","3372","POINT (-73.9633087958 40.757430923)"
"31160087","S","SE","SE corner of AV U and W 5 ST","D","BKS116","990,841.56882598","156,582.00119047","990,795.63978398","156,618.78425339","AV U","W 5 ST","12351","POINT (-73.9762646873 40.5964551701)"
"30910015","S","NE","NE corner of FRANKLIN AV and UNION ST","D","BKN091","995,898.59841006","183,341.32529639","995,845.43611482","183,312.95363396","FRANKLIN AV","UNION ST","20862","POINT (-73.9580088467 40.6698986245)"
"20310206","D","SE","SE corner of E 163 ST and CAULDWELL AV","O","BX031","1,010,102.63857147","239,257.68229547","1,010,068.44539839","239,305.9157948","E 163 ST","CAULDWELL AV","95294","POINT (-73.9065908602 40.8233447737)"
"31870045","H","W","W corner of AV S and E 36 ST","D","BKS187","1,003,249.82780206","161,440.85006855","1,003,274.55577098","161,433.29234089","AV S","E 36 ST","16292","POINT (-73.9315706357 40.6097738032)"
"30150115","S","NW","NW corner of GRAHAM AV and AINSLIE ST","D","BKN015","999,639.09781881","199,105.09396563","999,707.65608065","199,092.99753313","GRAHAM AV","AINSLIE ST","57144","POINT (-73.9444889951 40.713160811)"
"10730059","R","SE","SE corner of AMSTERDAM AV and W 85 ST","O","MN073","991,053.39451781","225,931.76964289","991,050.9539059","225,971.58878897","AMSTERDAM AV","W 85 ST","4375","POINT (-73.975431895 40.7868040269)"
"11110148","S","SW","SW corner of 2 AV and E 109 ST","D","MN111","1,000,480.51870814","228,009.22546172","1,000,527.65083173","228,017.47708564","2 AV","E 109 ST","937","POINT (-73.9413840854 40.7924937989)"
"30410046","R","E","E corner of BROADWAY and FLUSHING AV","D","BKN041","1,000,483.07021223","194,545.2139778","1,000,400.39091565","194,565.40816313","BROADWAY","FLUSHING AV","22294","POINT (-73.9414556418 40.7006435117)"
"10520236","C","SE","SE corner of BROADWAY and W 53 ST","B","MN052","989,033.36640565","217,301.83119413","989,032.39855981","217,355.09322672","BROADWAY","W 53 ST","18773","POINT (-73.9827326704 40.7631184353)"
"20110155","S","NW","NW corner of MELROSE AV and E 152 ST","D","BX011","1,007,247.69972757","237,460.03923722","1,007,262.61767673","237,418.56720729","MELROSE AV","E 152 ST","7357","POINT (-73.9169123012 40.8184186477)"
"30920091","H","SE","SE corner of EMPIRE BLVD and KINGSTON AV","D","BKN092","1,000,203.42674264","181,145.25619772","1,000,165.16139923","181,181.24201813","EMPIRE BLVD","KINGSTON AV","12960","POINT (-73.9424958967 40.663864194)"
"50330035","S","Direction TBD","Location Description T/K","D","SI033","942,532.84720214","139,871.69471613","942,488.85830693","139,906.63691445","Street Name TBD",,"18369","POINT (-74.1501143443 40.5504929896)"
"11210023","S","SE","SE corner of BROADWAY and W 166 ST","D","MN121","1,000,730.42011122","245,187.22292981","1,000,714.80236031","245,227.04404438","BROADWAY","W 166 ST","19223","POINT (-73.9404393943 40.8396421146)"
"11240146","S","N","N corner of POST AV and W 204 ST","D","MN124","1,006,065.96619864","254,188.90801038","1,006,041.88521007","254,138.97011814","POST AV","W 204 ST","17419","POINT (-73.9211273288 40.8643374888)"
"50130065","R","NW","NW corner of FOREST AV and BEMENT AV","D","SI013","953,316.26428357","168,747.13073155","953,352.59098256","168,725.73543313","FOREST AV","BEMENT AV","13924","POINT (-74.1114437063 40.6297943822)"
"30140024","S","S","S corner of LORIMER ST and BROADWAY","D","BKN014","998,720.47498414","195,749.85428505","998,705.08918814","195,777.43001729","LORIMER ST","BROADWAY","16985","POINT (-73.9478098287 40.7039530241)"
"40610019","R","Direction TBD","Location Description T/K","D","QW061","1,030,630.72645223","200,162.74309705","1,030,602.92084336","200,135.03823314","Street Name TBD",,"6558","POINT (-73.8326899916 40.7159556141)"
"10520753","C","SW","SW corner of W 45 ST and SHUBERT AL","B","MN052","987,894.89558548","215,583.1600908","987,913.71969481","215,591.88841979","W 45 ST","SHUBERT AL","17655","POINT (-73.9868433335 40.7584016668)"
"31750067","S","SW","SW corner of UTICA AV and CLARENDON RD","D","BKN175","1,003,737.53515998","174,005.48701271","1,003,752.65750507","174,034.64869981","UTICA AV","CLARENDON RD","13401","POINT (-73.9297778437 40.6442600199)"
"10210413","S","S","S corner of BLEECKER ST and MORTON ST","D","MN021","983,354.12415522","205,706.44198339","983,373.40069148","205,750.01145005","BLEECKER ST","MORTON ST","20119","POINT (-74.0032324505 40.731293254)"
"40610036","S","NE","NE corner of 108 ST and 64 RD","D","QW061","1,026,070.00361832","206,189.20315696","1,026,044.51580839","206,128.38700563","108 ST","64 RD","18082","POINT (-73.8491044845 40.7325194951)"
"20410070","R",,"Unknown corner on E 161 ST","O","BX041","1,005,002.65073998","240,815.87307672","1,005,016.29146072","240,807.4659413","E 161 ST","E 161 ST","23180","POINT (-73.9250129883 40.827635017)"
"10310009","C","SW","SW corner of BOWERY and BAYARD ST","B","MN031","985,068.09808947","199,768.84231006","985,096.57473856","199,783.22220255","BOWERY","BAYARD ST","22194","POINT (-73.9970489047 40.7149959877)"
"10430198","R","SE","SE corner of 9 AV and W 57 ST","O","MN043","988,229.2587619","218,958.78424504","988,222.67905064","218,999.13849504","9 AV","W 57 ST","1597","POINT (-73.9856344132 40.7676667415)"
"41360016","S","NE","NE corner of MERRICK BLVD and 230 ST","D","QE136","1,056,317.25414731","185,759.3614708","1,056,262.29362731","185,743.79194814","MERRICK BLVD","230 ST","11599","POINT (-73.7401850829 40.6762499024)"
"20830108","D","Direction TBD","Location Description T/K","O","BX083","1,012,866.94800347","265,685.15142205","1,012,839.63851552","265,682.22671245","Street Name TBD",,"100773","POINT (-73.8964902071 40.8958716564)"
"10810141","H","NE","NE corner of LEXINGTON AV and E 64 ST","B","MN081","993,768.31297247","218,133.53130238","993,729.84290506","218,120.94176063","LEXINGTON AV","E 64 ST","5742","POINT (-73.9656389537 40.7653974075)"
"10750073","S","SW","SW corner of WEST END AV and W 107 ST","D","MN075","992,994.76793164","231,558.51035789","993,055.34622257","231,582.70289479","WEST END AV","W 107 ST","5357","POINT (-73.9684139706 40.8022461983)"
"20610006","H","Direction TBD","Location Description T/K","B","BX061","1,014,431.24310322","253,064.74490438","1,014,442.79941605","253,081.23768669","Street Name TBD",,"9571","POINT (-73.8908888925 40.8612273661)"
"10520717","C","Direction TBD","Location Description T/K","B","MN052","987,754.2164049","215,660.71636613","987,762.45994702","215,675.61174966","Street Name TBD",,"2198","POINT (-73.9873510906 40.7586145958)"
"10220234","R","E","E corner of HUDSON ST and GROVE ST","D","MN022","982,491.24136657","206,066.75031789","982,473.86836982","206,092.65840255","HUDSON ST","GROVE ST","259","POINT (-74.0063459515 40.7322820825)"
"40540011","R","NW","NW corner of MYRTLE AV and 68 PL","D","QW054","1,016,398.25229256","195,025.34786005","1,016,460.3912759","194,962.77941564","MYRTLE AV","68 PL","18087","POINT (-73.8840555015 40.7019178587)"
"10520655","S","SW","SW corner of AVE OF THE AMERICAS and W 55 ST","D","MN052","990,216.38142806","217,241.52258772","990,266.23139398","217,263.91886838","AVE OF THE AMERICAS","W 55 ST","4343","POINT (-73.9784621939 40.7629521844)"
"11110085","S","NW","NW corner of MADISON AV and E 109 ST","D","MN111","998,599.08415081","229,205.17123255","998,603.5175409","229,150.74581647","MADISON AV","E 109 ST","7845","POINT (-73.9481762594 40.7957796012)"
"20110198","R","Direction TBD","Location Description T/K","D","BX011","1,008,276.89025448","237,875.12469313","1,008,233.61232314","237,900.76619333","Street Name TBD",,"7757","POINT (-73.9131924859 40.8195552006)"
"11010207","S","SW","SW corner of FREDERICK DOUGLASS BOULEVARD and W 112 ST","D","MN101","996,011.34424757","231,401.51067188","996,055.99967006","231,416.81083813","FREDERICK DOUGLASS BOULEVARD","W 112 ST","2765","POINT (-73.9575183983 40.8018117768)"
"50120222","S","SE","SE corner of CASTLETON AV and DAVIS AV","D","SI012","954,093.13182431","170,483.78605089","954,038.24315456","170,515.63342813","CASTLETON AV","DAVIS AV","35142","POINT (-74.1086526807 40.6345638085)"
"10920172","D","Direction TBD","Location Description T/K","O","MN092","994,482.8761759","235,401.72248772","994,495.29831114","235,394.69612395","Street Name TBD",,"100801","POINT (-73.9630330783 40.8127931545)"
"30620086","R","SW","SW corner of COURT ST and CARROLL ST","D","BKS062","985,139.84105623","187,368.0669148","985,184.62410314","187,397.8207923","COURT ST","CARROLL ST","15659","POINT (-73.9967917473 40.6809587417)"
"20620031","H","Direction TBD","Location Description T/K","P","BX062","1,018,124.53624156","246,941.9044598","1,018,093.18783351","246,909.60090687","Street Name TBD",,"11030","POINT (-73.8775678684 40.8444086063)"
