year_month,NTA2020,Complaint Type,complaint_count
2010-02,MN0302,Missed Collection (All Materials),3
2010-02,MN0303,Collection Truck Noise,1
2010-02,MN0303,Litter Basket / Request,1
2010-02,MN0303,Missed Collection (All Materials),1
2010-02,MN0303,Overflowing Litter Baskets,2
2010-02,MN0303,Sweeping/Missed-Inadequate,1
2010-02,MN0401,Missed Collection (All Materials),3
2010-02,MN0401,Sweeping/Missed-Inadequate,2
2010-02,MN0402,Litter Basket / Request,2
2010-02,MN0402,Missed Collection (All Materials),5
2010-02,MN0402,Overflowing Litter Baskets,1
2010-02,MN0501,Collection Truck Noise,1
2010-02,MN0501,Missed Collection (All Materials),5
2010-02,MN0502,Missed Collection (All Materials),1
2010-02,MN0601,Collection Truck Noise,1
2010-02,MN0602,Collection Truck Noise,1
2010-02,MN0602,Missed Collection (All Materials),6
2010-02,MN0602,Overflowing Litter Baskets,1
2010-02,MN0602,Sweeping/Missed-Inadequate,1
2010-02,MN0603,Litter Basket / Request,1
2010-02,MN0603,Missed Collection (All Materials),2
2010-02,MN0604,Missed Collection (All Materials),4
2010-02,MN0701,Missed Collection (All Materials),2
2010-02,MN0701,Overflowing Litter Baskets,4
2010-02,MN0701,Sweeping/Missed-Inadequate,1
2010-02,MN0702,Litter Basket / Request,1
2010-02,MN0702,Missed Collection (All Materials),13
2010-02,MN0702,Overflowing Litter Baskets,1
2010-02,MN0702,Sweeping/Missed-Inadequate,2
2010-02,MN0703,Litter Basket / Request,1
2010-02,MN0703,Missed Collection (All Materials),3
2010-02,MN0801,Collection Truck Noise,1
2010-02,MN0801,Litter Basket / Request,1
2010-02,MN0801,Missed Collection (All Materials),4
2010-02,MN0802,Litter Basket / Request,1
2010-02,MN0802,Missed Collection (All Materials),9
2010-02,MN0802,Sweeping/Missed-Inadequate,1
2010-02,MN0803,Missed Collection (All Materials),2
2010-02,MN0803,Sweeping/Missed-Inadequate,2
2010-02,MN0903,Collection Truck Noise,1
2010-02,MN0903,Sweeping/Missed-Inadequate,1
2010-02,MN1001,Missed Collection (All Materials),4
2010-02,MN1001,Overflowing Litter Baskets,2
2010-02,MN1002,Missed Collection (All Materials),5
2010-02,MN1002,Sweeping/Missed-Inadequate,1
2010-02,MN1101,Overflowing Litter Baskets,1
2010-02,MN1102,Missed Collection (All Materials),2
2010-02,MN1102,Sweeping/Missed-Inadequate,3
2010-02,MN1201,Missed Collection (All Materials),6
2010-02,MN1201,Sweeping/Missed-Inadequate,2
2010-02,MN1202,Missed Collection (All Materials),4
2010-02,MN1202,Sweeping/Missed-Inadequate,1
2010-02,MN1203,Sweeping/Missed-Inadequate,1
2010-02,QN0101,Missed Collection (All Materials),7
2010-02,QN0101,Sweeping/Missed-Inadequate,2
2010-02,QN0103,Litter Basket / Request,1
2010-02,QN0103,Missed Collection (All Materials),8
2010-02,QN0103,Sweeping/Missed-Inadequate,1
2010-02,QN0104,Missed Collection (All Materials),3
2010-02,QN0104,Sweeping/Missed-Inadequate,2
2010-02,QN0105,Missed Collection (All Materials),9
2010-02,QN0201,Missed Collection (All Materials),2
2010-02,QN0202,Missed Collection (All Materials),4
2010-02,QN0203,Missed Collection (All Materials),4
2010-02,QN0203,Sweeping/Missed-Inadequate,1
2010-02,QN0301,Litter Basket / Request,3
2010-02,QN0301,Missed Collection (All Materials),17
2010-02,QN0302,Missed Collection (All Materials),10
2010-02,QN0302,Overflowing Litter Baskets,1
2010-02,QN0302,Sweeping/Missed-Inadequate,4
2010-02,QN0303,Litter Basket / Request,1
2010-02,QN0303,Missed Collection (All Materials),1
2010-02,QN0303,Overflowing Litter Baskets,1
2010-02,QN0401,Missed Collection (All Materials),11
2010-02,QN0401,Overflowing Litter Baskets,1
2010-02,QN0401,Sweeping/Missed-Inadequate,1
2010-02,QN0402,Litter Basket / Request,1
2010-02,QN0402,Missed Collection (All Materials),9
2010-02,QN0402,Sweeping/Missed-Inadequate,2
2010-02,QN0501,Missed Collection (All Materials),13
2010-02,QN0501,Overflowing Litter Baskets,2
2010-02,QN0502,Litter Basket / Request,1
2010-02,QN0502,Missed Collection (All Materials),13
2010-02,QN0502,Overflowing Litter Baskets,1
2010-02,QN0503,Litter Basket / Request,3
2010-02,QN0503,Missed Collection (All Materials),29
2010-02,QN0503,Sweeping/Missed-Inadequate,1
2010-02,QN0504,Missed Collection (All Materials),34
2010-02,QN0504,Overflowing Litter Baskets,2
2010-02,QN0601,Missed Collection (All Materials),1
2010-02,QN0601,Sweeping/Missed-Inadequate,1
2010-02,QN0602,Litter Basket / Request,3
2010-02,QN0602,Missed Collection (All Materials),38
2010-02,QN0602,Overflowing Litter Baskets,2
2010-02,QN0602,Sweeping/Missed-Inadequate,3
2010-02,QN0701,Missed Collection (All Materials),6
2010-02,QN0702,Litter Basket / Request,1
2010-02,QN0702,Missed Collection (All Materials),5
2010-02,QN0703,Missed Collection (All Materials),2
2010-02,QN0704,Litter Basket / Request,1
2010-02,QN0704,Missed Collection (All Materials),12
2010-02,QN0705,Missed Collection (All Materials),5
2010-02,QN0706,Litter Basket / Request,2
2010-02,QN0706,Missed Collection (All Materials),4
2010-02,QN0707,Missed Collection (All Materials),6
2010-02,QN0801,Missed Collection (All Materials),22
2010-02,QN0801,Overflowing Litter Baskets,1
2010-02,QN0802,Missed Collection (All Materials),12
2010-02,QN0803,Missed Collection (All Materials),6
2010-02,QN0804,Litter Basket / Request,1
2010-02,QN0804,Missed Collection (All Materials),25
2010-02,QN0804,Overflowing Litter Baskets,3
2010-02,QN0805,Missed Collection (All Materials),9
2010-02,QN0805,Sweeping/Missed-Inadequate,1
2010-02,QN0901,Litter Basket / Request,1
2010-02,QN0901,Missed Collection (All Materials),2
2010-02,QN0902,Litter Basket / Request,2
2010-02,QN0902,Missed Collection (All Materials),3
2010-02,QN0903,Missed Collection (All Materials),5
2010-02,QN0904,Litter Basket / Request,2
2010-02,QN0904,Missed Collection (All Materials),4
2010-02,QN0905,Missed Collection (All Materials),7
2010-02,QN1001,Litter Basket / Request,3
2010-02,QN1001,Missed Collection (All Materials),15
2010-02,QN1001,Overflowing Litter Baskets,2
2010-02,QN1002,Litter Basket / Request,2
2010-02,QN1002,Missed Collection (All Materials),11
2010-02,QN1003,Litter Basket / Request,1
2010-02,QN1003,Missed Collection (All Materials),8
2010-02,QN1101,Missed Collection (All Materials),14
2010-02,QN1102,Litter Basket / Request,1
2010-02,QN1102,Missed Collection (All Materials),9
2010-02,QN1103,Missed Collection (All Materials),9
2010-02,QN1103,Sweeping/Missed-Inadequate,1
2010-02,QN1104,Missed Collection (All Materials),7
2010-02,QN1201,Missed Collection (All Materials),11
2010-02,QN1201,Sweeping/Missed-Inadequate,1
2010-02,QN1202,Litter Basket / Request,1
2010-02,QN1202,Missed Collection (All Materials),15
2010-02,QN1203,Missed Collection (All Materials),19
2010-02,QN1204,Missed Collection (All Materials),3
2010-02,QN1205,Missed Collection (All Materials),13
2010-02,QN1206,Missed Collection (All Materials),3
2010-02,QN1206,Overflowing Litter Baskets,1
2010-02,QN1301,Missed Collection (All Materials),8
2010-02,QN1302,Missed Collection (All Materials),5
2010-02,QN1303,Litter Basket / Request,1
2010-02,QN1303,Missed Collection (All Materials),12
2010-02,QN1304,Missed Collection (All Materials),15
2010-02,QN1305,Missed Collection (All Materials),16
2010-02,QN1305,Overflowing Litter Baskets,1
2010-02,QN1306,Missed Collection (All Materials),17
2010-02,QN1307,Missed Collection (All Materials),9
2010-02,QN1401,Missed Collection (All Materials),19
2010-02,QN1401,Overflowing Litter Baskets,2
2010-02,QN1402,Missed Collection (All Materials),6
2010-02,QN1403,Missed Collection (All Materials),5
2010-02,QN1403,Sweeping/Missed-Inadequate,1
2010-02,SI0101,Litter Basket / Request,2
2010-02,SI0101,Missed Collection (All Materials),8
2010-02,SI0101,Overflowing Litter Baskets,1
2010-02,SI0102,Missed Collection (All Materials),1
2010-02,SI0103,Missed Collection (All Materials),9
2010-02,SI0103,Overflowing Litter Baskets,1
2010-02,SI0104,Missed Collection (All Materials),19
2010-02,SI0105,Litter Basket / Request,1
2010-02,SI0105,Missed Collection (All Materials),19
2010-02,SI0105,Overflowing Litter Baskets,1
2010-02,SI0106,Missed Collection (All Materials),10
2010-02,SI0107,Litter Basket / Request,2
2010-02,SI0107,Missed Collection (All Materials),11
2010-02,SI0201,Missed Collection (All Materials),15
2010-02,SI0202,Missed Collection (All Materials),14
2010-02,SI0203,Missed Collection (All Materials),17
2010-02,SI0204,Litter Basket / Request,1
2010-02,SI0204,Missed Collection (All Materials),14
2010-02,SI0204,Sweeping/Missed-Inadequate,1
2010-02,SI0301,Litter Basket / Request,2
2010-02,SI0301,Missed Collection (All Materials),11
2010-02,SI0301,Sweeping/Missed-Inadequate,1
2010-02,SI0302,Missed Collection (All Materials),21
2010-02,SI0303,Collection Truck Noise,1
2010-02,SI0303,Missed Collection (All Materials),10
2010-02,SI0304,Litter Basket / Request,2
2010-02,SI0304,Missed Collection (All Materials),15
2010-02,SI0305,Litter Basket / Request,1
2010-02,SI0305,Missed Collection (All Materials),12
2010-03,BK0101,Litter Basket / Request,1
2010-03,BK0101,Missed Collection (All Materials),10
2010-03,BK0101,Sweeping/Missed-Inadequate,1
2010-03,BK0102,Litter Basket / Request,6
2010-03,BK0102,Missed Collection (All Materials),22
2010-03,BK0102,Overflowing Litter Baskets,1
2010-03,BK0102,Sweeping/Missed-Inadequate,2
2010-03,BK0103,Collection Truck Noise,1
2010-03,BK0103,Litter Basket / Request,1
2010-03,BK0103,Missed Collection (All Materials),22
2010-03,BK0104,Litter Basket / Request,2
2010-03,BK0104,Missed Collection (All Materials),6
2010-03,BK0104,Sweeping/Missed-Inadequate,1
2010-03,BK0201,Missed Collection (All Materials),2
2010-03,BK0202,Litter Basket / Request,1
2010-03,BK0202,Missed Collection (All Materials),10
2010-03,BK0202,Sweeping/Missed-Inadequate,2
2010-03,BK0203,Collection Truck Noise,1
2010-03,BK0203,Missed Collection (All Materials),3
2010-03,BK0203,Sweeping/Missed-Inadequate,1
2010-03,BK0204,Missed Collection (All Materials),2
2010-03,BK0301,Litter Basket / Request,2
2010-03,BK0301,Missed Collection (All Materials),15
2010-03,BK0301,Sweeping/Missed-Inadequate,2
2010-03,BK0302,Litter Basket / Request,5
2010-03,BK0302,Missed Collection (All Materials),15
2010-03,BK0302,Overflowing Litter Baskets,2
2010-03,BK0302,Sweeping/Missed-Inadequate,2
2010-03,BK0401,Collection Truck Noise,1
2010-03,BK0401,Missed Collection (All Materials),2
2010-03,BK0401,Overflowing Litter Baskets,4
2010-03,BK0401,Sweeping/Missed-Inadequate,1
2010-03,BK0402,Missed Collection (All Materials),3
2010-03,BK0402,Sweeping/Missed-Inadequate,1
2010-03,BK0501,Litter Basket / Request,1
2010-03,BK0501,Missed Collection (All Materials),9
2010-03,BK0501,Overflowing Litter Baskets,1
2010-03,BK0501,Sweeping/Missed-Inadequate,2
2010-03,BK0502,Litter Basket / Request,3
2010-03,BK0502,Missed Collection (All Materials),6
2010-03,BK0502,Sweeping/Missed-Inadequate,2
2010-03,BK0503,Missed Collection (All Materials),6
2010-03,BK0503,Overflowing Litter Baskets,1
2010-03,BK0503,Sweeping/Missed-Inadequate,2
2010-03,BK0505,Litter Basket / Request,1
2010-03,BK0505,Missed Collection (All Materials),10
2010-03,BK0601,Litter Basket / Request,1
2010-03,BK0601,Missed Collection (All Materials),20
2010-03,BK0601,Overflowing Litter Baskets,2
2010-03,BK0601,Sweeping/Missed-Inadequate,1
2010-03,BK0602,Litter Basket / Request,1
2010-03,BK0602,Missed Collection (All Materials),18
2010-03,BK0602,Overflowing Litter Baskets,2
2010-03,BK0701,Litter Basket / Request,1
2010-03,BK0701,Missed Collection (All Materials),4
2010-03,BK0701,Overflowing Litter Baskets,2
2010-03,BK0702,Litter Basket / Request,3
2010-03,BK0702,Missed Collection (All Materials),2
2010-03,BK0702,Sweeping/Missed-Inadequate,1
2010-03,BK0703,Litter Basket / Request,1
2010-03,BK0703,Missed Collection (All Materials),4
2010-03,BK0703,Overflowing Litter Baskets,1
2010-03,BK0801,Collection Truck Noise,1
2010-03,BK0801,Litter Basket / Request,1
2010-03,BK0801,Missed Collection (All Materials),3
2010-03,BK0802,Overflowing Litter Baskets,1
2010-03,BK0901,Missed Collection (All Materials),9
2010-03,BK0902,Litter Basket / Request,1
2010-03,BK0902,Missed Collection (All Materials),2
2010-03,BK1001,Collection Truck Noise,1
2010-03,BK1001,Litter Basket / Request,2
2010-03,BK1001,Missed Collection (All Materials),11
2010-03,BK1001,Sweeping/Missed-Inadequate,6
2010-03,BK1002,Litter Basket / Request,2
2010-03,BK1002,Missed Collection (All Materials),14
2010-03,BK1002,Overflowing Litter Baskets,2
2010-03,BK1101,Litter Basket / Request,5
2010-03,BK1101,Missed Collection (All Materials),25
2010-03,BK1101,Overflowing Litter Baskets,4
2010-03,BK1101,Sweeping/Missed-Inadequate,1
2010-03,BK1102,Missed Collection (All Materials),5
2010-03,BK1103,Litter Basket / Request,1
2010-03,BK1103,Missed Collection (All Materials),15
2010-03,BK1103,Overflowing Litter Baskets,1
2010-03,BK1103,Sweeping/Missed-Inadequate,2
2010-03,BK1201,Litter Basket / Request,1
2010-03,BK1201,Missed Collection (All Materials),6
2010-03,BK1201,Sweeping/Missed-Inadequate,1
2010-03,BK1202,Collection Truck Noise,1
2010-03,BK1202,Litter Basket / Request,3
2010-03,BK1202,Missed Collection (All Materials),24
2010-03,BK1202,Overflowing Litter Baskets,4
2010-03,BK1202,Sweeping/Missed-Inadequate,3
2010-03,BK1203,Missed Collection (All Materials),2
2010-03,BK1204,Litter Basket / Request,2
2010-03,BK1204,Missed Collection (All Materials),20
2010-03,BK1204,Overflowing Litter Baskets,1
2010-03,BK1204,Sweeping/Missed-Inadequate,1
2010-03,BK1301,Litter Basket / Request,1
2010-03,BK1301,Missed Collection (All Materials),4
2010-03,BK1302,Litter Basket / Request,1
2010-03,BK1302,Missed Collection (All Materials),6
2010-03,BK1302,Overflowing Litter Baskets,1
2010-03,BK1303,Missed Collection (All Materials),5
2010-03,BK1401,Litter Basket / Request,2
2010-03,BK1401,Missed Collection (All Materials),11
2010-03,BK1401,Overflowing Litter Baskets,11
2010-03,BK1401,Sweeping/Missed-Inadequate,2
2010-03,BK1402,Litter Basket / Request,1
2010-03,BK1402,Missed Collection (All Materials),11
2010-03,BK1402,Overflowing Litter Baskets,12
2010-03,BK1402,Sweeping/Missed-Inadequate,1
2010-03,BK1403,Litter Basket / Request,1
2010-03,BK1403,Missed Collection (All Materials),7
2010-03,BK1403,Overflowing Litter Baskets,1
2010-03,BK1501,Litter Basket / Request,4
2010-03,BK1501,Missed Collection (All Materials),26
2010-03,BK1501,Overflowing Litter Baskets,1
2010-03,BK1502,Missed Collection (All Materials),9
2010-03,BK1502,Overflowing Litter Baskets,3
2010-03,BK1503,Litter Basket / Request,2
2010-03,BK1503,Missed Collection (All Materials),32
2010-03,BK1601,Missed Collection (All Materials),8
2010-03,BK1601,Sweeping/Missed-Inadequate,2
2010-03,BK1602,Missed Collection (All Materials),3
2010-03,BK1602,Overflowing Litter Baskets,1
2010-03,BK1701,Litter Basket / Request,2
2010-03,BK1701,Missed Collection (All Materials),6
2010-03,BK1701,Overflowing Litter Baskets,2
2010-03,BK1702,Litter Basket / Request,2
2010-03,BK1702,Missed Collection (All Materials),4
2010-03,BK1703,Missed Collection (All Materials),3
2010-03,BK1704,Missed Collection (All Materials),6
2010-03,BK1704,Sweeping/Missed-Inadequate,1
2010-03,BK1801,Litter Basket / Request,2
2010-03,BK1801,Missed Collection (All Materials),13
2010-03,BK1801,Sweeping/Missed-Inadequate,2
2010-03,BK1802,Missed Collection (All Materials),24
2010-03,BK1802,Overflowing Litter Baskets,2
2010-03,BK1803,Litter Basket / Request,2
2010-03,BK1803,Missed Collection (All Materials),20
2010-03,BK1803,Sweeping/Missed-Inadequate,8
2010-03,BK5591,Litter Basket / Request,1
2010-03,BK5591,Overflowing Litter Baskets,1
2010-03,BX0101,Sweeping/Missed-Inadequate,1
2010-03,BX0102,Missed Collection (All Materials),2
2010-03,BX0102,Overflowing Litter Baskets,2
2010-03,BX0102,Sweeping/Missed-Inadequate,1
2010-03,BX0201,Adopt-A-Basket,1
2010-03,BX0201,Collection Truck Noise,2
2010-03,BX0201,Litter Basket / Request,1
2010-03,BX0201,Missed Collection (All Materials),1
2010-03,BX0202,Missed Collection (All Materials),2
2010-03,BX0301,Missed Collection (All Materials),8
2010-03,BX0301,Sweeping/Missed-Inadequate,1
2010-03,BX0302,Adopt-A-Basket,1
2010-03,BX0302,Litter Basket / Request,1
2010-03,BX0302,Missed Collection (All Materials),4
2010-03,BX0303,Adopt-A-Basket,1
2010-03,BX0303,Litter Basket / Request,1
2010-03,BX0303,Missed Collection (All Materials),6
2010-03,BX0401,Litter Basket / Request,1
2010-03,BX0401,Missed Collection (All Materials),2
2010-03,BX0401,Overflowing Litter Baskets,1
2010-03,BX0401,Sweeping/Missed-Inadequate,1
2010-03,BX0402,Missed Collection (All Materials),1
2010-03,BX0403,Litter Basket / Request,1
2010-03,BX0403,Missed Collection (All Materials),1
2010-03,BX0403,Overflowing Litter Baskets,1
2010-03,BX0501,Litter Basket / Request,1
2010-03,BX0502,Litter Basket / Request,1
2010-03,BX0502,Missed Collection (All Materials),2
2010-03,BX0503,Litter Basket / Request,2
2010-03,BX0601,Litter Basket / Request,2
2010-03,BX0601,Missed Collection (All Materials),1
2010-03,BX0602,Litter Basket / Request,1
2010-03,BX0602,Missed Collection (All Materials),9
2010-03,BX0603,Missed Collection (All Materials),1
2010-03,BX0603,Overflowing Litter Baskets,1
2010-03,BX0701,Litter Basket / Request,2
2010-03,BX0701,Missed Collection (All Materials),2
2010-03,BX0701,Overflowing Litter Baskets,1
2010-03,BX0702,Missed Collection (All Materials),2
2010-03,BX0703,Missed Collection (All Materials),4
2010-03,BX0801,Overflowing Litter Baskets,1
2010-03,BX0801,Sweeping/Missed-Inadequate,1
2010-03,BX0802,Litter Basket / Request,1
2010-03,BX0802,Missed Collection (All Materials),2
2010-03,BX0802,Overflowing Litter Baskets,1
2010-03,BX0802,Sweeping/Missed-Inadequate,1
2010-03,BX0803,Litter Basket / Request,1
2010-03,BX0803,Missed Collection (All Materials),3
2010-03,BX0901,Litter Basket / Request,2
2010-03,BX0901,Missed Collection (All Materials),7
2010-03,BX0902,Missed Collection (All Materials),2
2010-03,BX0903,Missed Collection (All Materials),2
2010-03,BX0904,Overflowing Litter Baskets,2
2010-03,BX1001,Missed Collection (All Materials),2
2010-03,BX1002,Litter Basket / Request,2
2010-03,BX1002,Missed Collection (All Materials),14
2010-03,BX1002,Overflowing Litter Baskets,1
